"","id","season","city","date","team1","team2","toss_winner","toss_decision","result","dl_applied","winner","win_by_runs","win_by_wickets","player_of_match","venue","umpire1","umpire2","umpire3"
"477",489,2015,"Delhi",2015-05-01,"Kings XI Punjab","Delhi Daredevils","Delhi Daredevils","field","normal",0,"Delhi Daredevils",0,9,"NM Coulter-Nile","Feroz Shah Kotla","RK Illingworth","S Ravi",NA
"478",490,2015,"Mumbai",2015-05-01,"Mumbai Indians","Rajasthan Royals","Rajasthan Royals","field","normal",0,"Mumbai Indians",8,0,"AT Rayudu","Wankhede Stadium","HDPK Dharmasena","CK Nandan",NA
"479",491,2015,"Bangalore",2015-05-02,"Kolkata Knight Riders","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Royal Challengers Bangalore",0,7,"Mandeep Singh","M Chinnaswamy Stadium","JD Cloete","PG Pathak",NA
"480",492,2015,"Hyderabad",2015-05-02,"Sunrisers Hyderabad","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Sunrisers Hyderabad",22,0,"DA Warner","Rajiv Gandhi International Stadium, Uppal","AK Chaudhary","K Srinivasan",NA
"481",493,2015,"Chandigarh",2015-05-03,"Mumbai Indians","Kings XI Punjab","Mumbai Indians","bat","normal",0,"Mumbai Indians",23,0,"LMP Simmons","Punjab Cricket Association Stadium, Mohali","RK Illingworth","VA Kulkarni",NA
"482",494,2015,"Mumbai",2015-05-03,"Rajasthan Royals","Delhi Daredevils","Delhi Daredevils","field","normal",0,"Rajasthan Royals",14,0,"AM Rahane","Brabourne Stadium","HDPK Dharmasena","CB Gaffaney",NA
"483",495,2015,"Chennai",2015-05-04,"Chennai Super Kings","Royal Challengers Bangalore","Chennai Super Kings","bat","normal",0,"Chennai Super Kings",24,0,"SK Raina","MA Chidambaram Stadium, Chepauk","C Shamshuddin","K Srinath",NA
"484",496,2015,"Kolkata",2015-05-04,"Kolkata Knight Riders","Sunrisers Hyderabad","Sunrisers Hyderabad","field","normal",0,"Kolkata Knight Riders",35,0,"UT Yadav","Eden Gardens","AK Chaudhary","M Erasmus",NA
"485",497,2015,"Mumbai",2015-05-05,"Delhi Daredevils","Mumbai Indians","Delhi Daredevils","bat","normal",0,"Mumbai Indians",0,5,"Harbhajan Singh","Wankhede Stadium","HDPK Dharmasena","CB Gaffaney",NA
"486",498,2015,"Bangalore",2015-05-06,"Royal Challengers Bangalore","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Royal Challengers Bangalore",138,0,"CH Gayle","M Chinnaswamy Stadium","RK Illingworth","VA Kulkarni",NA
"487",499,2015,"Mumbai",2015-05-07,"Sunrisers Hyderabad","Rajasthan Royals","Rajasthan Royals","field","normal",0,"Sunrisers Hyderabad",7,0,"EJG Morgan","Brabourne Stadium","JD Cloete","C Shamshuddin",NA
"488",500,2015,"Chennai",2015-05-08,"Chennai Super Kings","Mumbai Indians","Chennai Super Kings","bat","normal",0,"Mumbai Indians",0,6,"HH Pandya","MA Chidambaram Stadium, Chepauk","CB Gaffaney","CK Nandan",NA
"489",501,2015,"Kolkata",2015-05-09,"Kings XI Punjab","Kolkata Knight Riders","Kings XI Punjab","bat","normal",0,"Kolkata Knight Riders",0,1,"AD Russell","Eden Gardens","AK Chaudhary","HDPK Dharmasena",NA
"490",502,2015,"Raipur",2015-05-09,"Sunrisers Hyderabad","Delhi Daredevils","Sunrisers Hyderabad","bat","normal",0,"Sunrisers Hyderabad",6,0,"MC Henriques","Shaheed Veer Narayan Singh International Stadium","VA Kulkarni","S Ravi",NA
"491",503,2015,"Mumbai",2015-05-10,"Royal Challengers Bangalore","Mumbai Indians","Royal Challengers Bangalore","bat","normal",0,"Royal Challengers Bangalore",39,0,"AB de Villiers","Wankhede Stadium","JD Cloete","C Shamshuddin",NA
"492",504,2015,"Chennai",2015-05-10,"Chennai Super Kings","Rajasthan Royals","Chennai Super Kings","bat","normal",0,"Chennai Super Kings",12,0,"RA Jadeja","MA Chidambaram Stadium, Chepauk","M Erasmus","CK Nandan",NA
"493",505,2015,"Hyderabad",2015-05-11,"Sunrisers Hyderabad","Kings XI Punjab","Sunrisers Hyderabad","bat","normal",0,"Sunrisers Hyderabad",5,0,"DA Warner","Rajiv Gandhi International Stadium, Uppal","AK Chaudhary","HDPK Dharmasena",NA
"494",506,2015,"Raipur",2015-05-12,"Chennai Super Kings","Delhi Daredevils","Chennai Super Kings","bat","normal",0,"Delhi Daredevils",0,6,"Z Khan","Shaheed Veer Narayan Singh International Stadium","RK Illingworth","VA Kulkarni",NA
"495",507,2015,"Chandigarh",2015-05-13,"Kings XI Punjab","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Kings XI Punjab",22,0,"AR Patel","Punjab Cricket Association Stadium, Mohali","JD Cloete","C Shamshuddin",NA
"496",508,2015,"Mumbai",2015-05-14,"Mumbai Indians","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Mumbai Indians",5,0,"HH Pandya","Wankhede Stadium","RK Illingworth","VA Kulkarni",NA
"497",510,2015,"Chandigarh",2015-05-16,"Kings XI Punjab","Chennai Super Kings","Kings XI Punjab","bat","normal",0,"Chennai Super Kings",0,7,"P Negi","Punjab Cricket Association Stadium, Mohali","CK Nandan","C Shamshuddin",NA
"498",511,2015,"Mumbai",2015-05-16,"Rajasthan Royals","Kolkata Knight Riders","Rajasthan Royals","bat","normal",0,"Rajasthan Royals",9,0,"SR Watson","Brabourne Stadium","RM Deshpande","RK Illingworth",NA
"499",513,2015,"Hyderabad",2015-05-17,"Sunrisers Hyderabad","Mumbai Indians","Sunrisers Hyderabad","bat","normal",0,"Mumbai Indians",0,9,"MJ McClenaghan","Rajiv Gandhi International Stadium, Uppal","CB Gaffaney","K Srinath",NA
"500",514,2015,"Mumbai",2015-05-19,"Mumbai Indians","Chennai Super Kings","Mumbai Indians","bat","normal",0,"Mumbai Indians",25,0,"KA Pollard","Wankhede Stadium","HDPK Dharmasena","RK Illingworth",NA
"501",515,2015,"Pune",2015-05-20,"Royal Challengers Bangalore","Rajasthan Royals","Royal Challengers Bangalore","bat","normal",0,"Royal Challengers Bangalore",71,0,"AB de Villiers","Maharashtra Cricket Association Stadium","AK Chaudhary","C Shamshuddin",NA
"502",516,2015,"Ranchi",2015-05-22,"Royal Challengers Bangalore","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Chennai Super Kings",0,3,"A Nehra","JSCA International Stadium Complex","AK Chaudhary","CB Gaffaney",NA
"503",517,2015,"Kolkata",2015-05-24,"Mumbai Indians","Chennai Super Kings","Chennai Super Kings","field","normal",0,"Mumbai Indians",41,0,"RG Sharma","Eden Gardens","HDPK Dharmasena","RK Illingworth",NA
"504",518,2016,"Mumbai",2016-04-09,"Mumbai Indians","Rising Pune Supergiants","Mumbai Indians","bat","normal",0,"Rising Pune Supergiants",0,9,"AM Rahane","Wankhede Stadium","HDPK Dharmasena","CK Nandan",NA
"505",519,2016,"Kolkata",2016-04-10,"Delhi Daredevils","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,9,"AD Russell","Eden Gardens","S Ravi","C Shamshuddin",NA
"506",520,2016,"Chandigarh",2016-04-11,"Kings XI Punjab","Gujarat Lions","Gujarat Lions","field","normal",0,"Gujarat Lions",0,5,"AJ Finch","Punjab Cricket Association IS Bindra Stadium, Mohali","AK Chaudhary","VA Kulkarni",NA
"507",521,2016,"Bangalore",2016-04-12,"Royal Challengers Bangalore","Sunrisers Hyderabad","Sunrisers Hyderabad","field","normal",0,"Royal Challengers Bangalore",45,0,"AB de Villiers","M Chinnaswamy Stadium","HDPK Dharmasena","VK Sharma",NA
"508",522,2016,"Kolkata",2016-04-13,"Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","field","normal",0,"Mumbai Indians",0,6,"RG Sharma","Eden Gardens","Nitin Menon","S Ravi",NA
"509",523,2016,"Rajkot",2016-04-14,"Rising Pune Supergiants","Gujarat Lions","Rising Pune Supergiants","bat","normal",0,"Gujarat Lions",0,7,"AJ Finch","Saurashtra Cricket Association Stadium","VA Kulkarni","CK Nandan",NA
"510",524,2016,"Delhi",2016-04-15,"Kings XI Punjab","Delhi Daredevils","Delhi Daredevils","field","normal",0,"Delhi Daredevils",0,8,"A Mishra","Feroz Shah Kotla","S Ravi","C Shamshuddin",NA
"511",525,2016,"Hyderabad",2016-04-16,"Sunrisers Hyderabad","Kolkata Knight Riders","Sunrisers Hyderabad","bat","normal",0,"Kolkata Knight Riders",0,8,"G Gambhir","Rajiv Gandhi International Stadium, Uppal","AK Chaudhary","CK Nandan",NA
"512",526,2016,"Mumbai",2016-04-16,"Mumbai Indians","Gujarat Lions","Gujarat Lions","field","normal",0,"Gujarat Lions",0,3,"AJ Finch","Wankhede Stadium","HDPK Dharmasena","VK Sharma",NA
"513",527,2016,"Chandigarh",2016-04-17,"Rising Pune Supergiants","Kings XI Punjab","Rising Pune Supergiants","bat","normal",0,"Kings XI Punjab",0,6,"M Vohra","Punjab Cricket Association IS Bindra Stadium, Mohali","S Ravi","C Shamshuddin",NA
"514",528,2016,"Bangalore",2016-04-17,"Royal Challengers Bangalore","Delhi Daredevils","Delhi Daredevils","field","normal",0,"Delhi Daredevils",0,7,"Q de Kock","M Chinnaswamy Stadium","VA Kulkarni","A Nand Kishore",NA
"515",529,2016,"Hyderabad",2016-04-18,"Mumbai Indians","Sunrisers Hyderabad","Sunrisers Hyderabad","field","normal",0,"Sunrisers Hyderabad",0,7,"DA Warner","Rajiv Gandhi International Stadium, Uppal","HDPK Dharmasena","VK Sharma",NA
"516",530,2016,"Chandigarh",2016-04-19,"Kings XI Punjab","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,6,"RV Uthappa","Punjab Cricket Association IS Bindra Stadium, Mohali","S Ravi","C Shamshuddin",NA
"517",531,2016,"Mumbai",2016-04-20,"Royal Challengers Bangalore","Mumbai Indians","Mumbai Indians","field","normal",0,"Mumbai Indians",0,6,"RG Sharma","Wankhede Stadium","AK Chaudhary","CK Nandan",NA
"518",532,2016,"Rajkot",2016-04-21,"Gujarat Lions","Sunrisers Hyderabad","Sunrisers Hyderabad","field","normal",0,"Sunrisers Hyderabad",0,10,"B Kumar","Saurashtra Cricket Association Stadium","K Bharatan","HDPK Dharmasena",NA
"519",533,2016,"Pune",2016-04-22,"Royal Challengers Bangalore","Rising Pune Supergiants","Rising Pune Supergiants","field","normal",0,"Royal Challengers Bangalore",13,0,"AB de Villiers","Maharashtra Cricket Association Stadium","CB Gaffaney","VK Sharma",NA
"520",534,2016,"Delhi",2016-04-23,"Delhi Daredevils","Mumbai Indians","Mumbai Indians","field","normal",0,"Delhi Daredevils",10,0,"SV Samson","Feroz Shah Kotla","S Ravi","C Shamshuddin",NA
"521",535,2016,"Hyderabad",2016-04-23,"Kings XI Punjab","Sunrisers Hyderabad","Sunrisers Hyderabad","field","normal",0,"Sunrisers Hyderabad",0,5,"Mustafizur Rahman","Rajiv Gandhi International Stadium, Uppal","AK Chaudhary","CK Nandan",NA
"522",536,2016,"Rajkot",2016-04-24,"Royal Challengers Bangalore","Gujarat Lions","Royal Challengers Bangalore","bat","normal",0,"Gujarat Lions",0,6,"V Kohli","Saurashtra Cricket Association Stadium","K Bharatan","BNJ Oxenford",NA
"523",537,2016,"Pune",2016-04-24,"Rising Pune Supergiants","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,2,"SA Yadav","Maharashtra Cricket Association Stadium","CB Gaffaney","A Nand Kishore",NA
"524",538,2016,"Chandigarh",2016-04-25,"Mumbai Indians","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Mumbai Indians",25,0,"PA Patel","Punjab Cricket Association IS Bindra Stadium, Mohali","Nitin Menon","RJ Tucker",NA
"525",540,2016,"Delhi",2016-04-27,"Gujarat Lions","Delhi Daredevils","Delhi Daredevils","field","normal",0,"Gujarat Lions",1,0,"CH Morris","Feroz Shah Kotla","M Erasmus","S Ravi",NA
"526",541,2016,"Mumbai",2016-04-28,"Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","field","normal",0,"Mumbai Indians",0,6,"RG Sharma","Wankhede Stadium","Nitin Menon","RJ Tucker",NA
"527",542,2016,"Pune",2016-04-29,"Rising Pune Supergiants","Gujarat Lions","Gujarat Lions","field","normal",0,"Gujarat Lions",0,3,"DR Smith","Maharashtra Cricket Association Stadium","CB Gaffaney","BNJ Oxenford",NA
"528",543,2016,"Delhi",2016-04-30,"Delhi Daredevils","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Delhi Daredevils",27,0,"CR Brathwaite","Feroz Shah Kotla","KN Ananthapadmanabhan","M Erasmus",NA
"529",544,2016,"Hyderabad",2016-04-30,"Sunrisers Hyderabad","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Sunrisers Hyderabad",15,0,"DA Warner","Rajiv Gandhi International Stadium, Uppal","AK Chaudhary","HDPK Dharmasena",NA
"530",545,2016,"Rajkot",2016-05-01,"Kings XI Punjab","Gujarat Lions","Gujarat Lions","field","normal",0,"Kings XI Punjab",23,0,"AR Patel","Saurashtra Cricket Association Stadium","BNJ Oxenford","VK Sharma",NA
"531",546,2016,"Pune",2016-05-01,"Rising Pune Supergiants","Mumbai Indians","Mumbai Indians","field","normal",0,"Mumbai Indians",0,8,"RG Sharma","Maharashtra Cricket Association Stadium","AY Dandekar","RJ Tucker",NA
"532",547,2016,"Bangalore",2016-05-02,"Royal Challengers Bangalore","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Kolkata Knight Riders",0,5,"AD Russell","M Chinnaswamy Stadium","M Erasmus","S Ravi",NA
"533",548,2016,"Rajkot",2016-05-03,"Gujarat Lions","Delhi Daredevils","Delhi Daredevils","field","normal",0,"Delhi Daredevils",0,8,"RR Pant","Saurashtra Cricket Association Stadium","CB Gaffaney","BNJ Oxenford",NA
"534",549,2016,"Kolkata",2016-05-04,"Kolkata Knight Riders","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Kolkata Knight Riders",7,0,"AD Russell","Eden Gardens","AK Chaudhary","HDPK Dharmasena",NA
"535",550,2016,"Delhi",2016-05-05,"Delhi Daredevils","Rising Pune Supergiants","Rising Pune Supergiants","field","normal",0,"Rising Pune Supergiants",0,7,"AM Rahane","Feroz Shah Kotla","C Shamshuddin","RJ Tucker",NA
"536",551,2016,"Hyderabad",2016-05-06,"Gujarat Lions","Sunrisers Hyderabad","Sunrisers Hyderabad","field","normal",0,"Sunrisers Hyderabad",0,5,"B Kumar","Rajiv Gandhi International Stadium, Uppal","M Erasmus","S Ravi",NA
"537",552,2016,"Bangalore",2016-05-07,"Rising Pune Supergiants","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Royal Challengers Bangalore",0,7,"V Kohli","M Chinnaswamy Stadium","CB Gaffaney","BNJ Oxenford",NA
"538",553,2016,"Chandigarh",2016-05-07,"Kings XI Punjab","Delhi Daredevils","Delhi Daredevils","field","normal",0,"Kings XI Punjab",9,0,"MP Stoinis","Punjab Cricket Association IS Bindra Stadium, Mohali","HDPK Dharmasena","CK Nandan",NA
"539",554,2016,"Visakhapatnam",2016-05-08,"Sunrisers Hyderabad","Mumbai Indians","Mumbai Indians","field","normal",0,"Sunrisers Hyderabad",85,0,"A Nehra","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium","S Ravi","C Shamshuddin",NA
"540",555,2016,"Kolkata",2016-05-08,"Kolkata Knight Riders","Gujarat Lions","Gujarat Lions","field","normal",0,"Gujarat Lions",0,5,"P Kumar","Eden Gardens","M Erasmus","RJ Tucker",NA
"541",556,2016,"Chandigarh",2016-05-09,"Royal Challengers Bangalore","Kings XI Punjab","Kings XI Punjab","field","normal",0,"Royal Challengers Bangalore",1,0,"SR Watson","Punjab Cricket Association IS Bindra Stadium, Mohali","AK Chaudhary","HDPK Dharmasena",NA
"542",557,2016,"Visakhapatnam",2016-05-10,"Sunrisers Hyderabad","Rising Pune Supergiants","Sunrisers Hyderabad","bat","normal",0,"Sunrisers Hyderabad",4,0,"A Zampa","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium","CB Gaffaney","VK Sharma",NA
"543",558,2016,"Bangalore",2016-05-11,"Royal Challengers Bangalore","Mumbai Indians","Mumbai Indians","field","normal",0,"Mumbai Indians",0,6,"KH Pandya","M Chinnaswamy Stadium","AY Dandekar","C Shamshuddin",NA
"544",559,2016,"Hyderabad",2016-05-12,"Sunrisers Hyderabad","Delhi Daredevils","Delhi Daredevils","field","normal",0,"Delhi Daredevils",0,7,"CH Morris","Rajiv Gandhi International Stadium, Uppal","K Bharatan","M Erasmus",NA
"545",560,2016,"Visakhapatnam",2016-05-13,"Mumbai Indians","Kings XI Punjab","Mumbai Indians","bat","normal",0,"Kings XI Punjab",0,7,"MP Stoinis","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium","HDPK Dharmasena","CK Nandan",NA
"546",561,2016,"Bangalore",2016-05-14,"Royal Challengers Bangalore","Gujarat Lions","Gujarat Lions","field","normal",0,"Royal Challengers Bangalore",144,0,"AB de Villiers","M Chinnaswamy Stadium","AY Dandekar","VK Sharma",NA
"547",563,2016,"Chandigarh",2016-05-15,"Kings XI Punjab","Sunrisers Hyderabad","Kings XI Punjab","bat","normal",0,"Sunrisers Hyderabad",0,7,"HM Amla","Punjab Cricket Association IS Bindra Stadium, Mohali","KN Ananthapadmanabhan","M Erasmus",NA
"548",564,2016,"Visakhapatnam",2016-05-15,"Mumbai Indians","Delhi Daredevils","Delhi Daredevils","field","normal",0,"Mumbai Indians",80,0,"KH Pandya","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium","Nitin Menon","CK Nandan",NA
"549",565,2016,"Kolkata",2016-05-16,"Kolkata Knight Riders","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Royal Challengers Bangalore",0,9,"V Kohli","Eden Gardens","CB Gaffaney","A Nand Kishore",NA
"550",568,2016,"Kanpur",2016-05-19,"Kolkata Knight Riders","Gujarat Lions","Gujarat Lions","field","normal",0,"Gujarat Lions",0,6,"DR Smith","Green Park","AK Chaudhary","CK Nandan",NA
"551",569,2016,"Raipur",2016-05-20,"Sunrisers Hyderabad","Delhi Daredevils","Delhi Daredevils","field","normal",0,"Delhi Daredevils",0,6,"KK Nair","Shaheed Veer Narayan Singh International Stadium","A Nand Kishore","BNJ Oxenford",NA
"552",570,2016,"Visakhapatnam",2016-05-21,"Kings XI Punjab","Rising Pune Supergiants","Kings XI Punjab","bat","normal",0,"Rising Pune Supergiants",0,4,"MS Dhoni","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium","HDPK Dharmasena","Nitin Menon",NA
"553",571,2016,"Kanpur",2016-05-21,"Mumbai Indians","Gujarat Lions","Gujarat Lions","field","normal",0,"Gujarat Lions",0,6,"SK Raina","Green Park","AK Chaudhary","CK Nandan",NA
"554",572,2016,"Kolkata",2016-05-22,"Kolkata Knight Riders","Sunrisers Hyderabad","Sunrisers Hyderabad","field","normal",0,"Kolkata Knight Riders",22,0,"YK Pathan","Eden Gardens","KN Ananthapadmanabhan","M Erasmus",NA
"555",573,2016,"Raipur",2016-05-22,"Delhi Daredevils","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Royal Challengers Bangalore",0,6,"V Kohli","Shaheed Veer Narayan Singh International Stadium","A Nand Kishore","BNJ Oxenford",NA
"556",574,2016,"Bangalore",2016-05-24,"Gujarat Lions","Royal Challengers Bangalore","Royal Challengers Bangalore","field","normal",0,"Royal Challengers Bangalore",0,4,"AB de Villiers","M Chinnaswamy Stadium","AK Chaudhary","HDPK Dharmasena",NA
"557",575,2016,"Delhi",2016-05-25,"Sunrisers Hyderabad","Kolkata Knight Riders","Kolkata Knight Riders","field","normal",0,"Sunrisers Hyderabad",22,0,"MC Henriques","Feroz Shah Kotla","M Erasmus","C Shamshuddin",NA
"558",576,2016,"Delhi",2016-05-27,"Gujarat Lions","Sunrisers Hyderabad","Sunrisers Hyderabad","field","normal",0,"Sunrisers Hyderabad",0,4,"DA Warner","Feroz Shah Kotla","M Erasmus","CK Nandan",NA
"559",577,2016,"Bangalore",2016-05-29,"Sunrisers Hyderabad","Royal Challengers Bangalore","Sunrisers Hyderabad","bat","normal",0,"Sunrisers Hyderabad",8,0,"BCJ Cutting","M Chinnaswamy Stadium","HDPK Dharmasena","BNJ Oxenford",NA
